0.1,0.1,0.001699171
0.1,0.2,0.001704546
0.1,0.3,0.001255227
0.1,0.4,0.001163379
0.1,0.5,0.001133559
0.1,0.6,0.001078288
0.1,0.7,0.001073251
0.1,0.8,0.0008974054
0.1,0.9,0.0005777989
0.1,1,0.0003965691
0.2,0.1,0.002944551
0.2,0.2,0.002046993
0.2,0.3,0.001662543
0.2,0.4,0.001454937
0.2,0.5,0.001350519
0.2,0.6,0.001226847
0.2,0.7,0.001218377
0.2,0.8,0.001155311
0.2,0.9,0.00105782
0.2,1,0.000707318
0.3,0.1,0.008129389
0.3,0.2,0.00482599
0.3,0.3,0.003383329
0.3,0.4,0.002688502
0.3,0.5,0.002549109
0.3,0.6,0.002192661
0.3,0.7,0.002084732
0.3,0.8,0.002034727
0.3,0.9,0.001893841
0.3,1,0.001322206
0.4,0.1,0.05985596
0.4,0.2,0.03159718
0.4,0.3,0.02114068
0.4,0.4,0.01811304
0.4,0.5,0.01461216
0.4,0.6,0.01326179
0.4,0.7,0.01198062
0.4,0.8,0.01083555
0.4,0.9,0.01011315
0.4,1,0.00543315
0.5,0.1,0.2877409
0.5,0.2,0.1395851
0.5,0.3,0.09698539
0.5,0.4,0.08558006
0.5,0.5,0.08612853
0.5,0.6,0.06678866
0.5,0.7,0.06005343
0.5,0.8,0.05398662
0.5,0.9,0.04923161
0.5,1,0.02318031
0.6,0.1,0.9326221
0.6,0.2,0.8947471
0.6,0.3,0.8540629
0.6,0.4,0.8430968
0.6,0.5,0.2948121
0.6,0.6,0.8037586
0.6,0.7,0.2355778
0.6,0.8,0.2207153
0.6,0.9,0.1904407
0.6,1,0.08311497
0.7,0.1,0.9812438
0.7,0.2,0.9769483
0.7,0.3,0.9731119
0.7,0.4,0.9661098
0.7,0.5,0.9584615
0.7,0.6,0.9544578
0.7,0.7,0.9517516
0.7,0.8,0.8979692
0.7,0.9,0.6212984
0.7,1,0.2276793
0.8,0.1,0.9938793
0.8,0.2,0.99192
0.8,0.3,0.9902564
0.8,0.4,0.9894132
0.8,0.5,0.9877182
0.8,0.6,0.9860107
0.8,0.7,0.9850515
0.8,0.8,0.9630211
0.8,0.9,0.8746292
0.8,1,0.6586395
0.9,0.1,0.9972464
0.9,0.2,0.9969267
0.9,0.3,0.9962927
0.9,0.4,0.9956005
0.9,0.5,0.9959102
0.9,0.6,0.9943162
0.9,0.7,0.993725
0.9,0.8,0.9838061
0.9,0.9,0.9481413
0.9,1,0.8649523
1,0.1,0.9985268
1,0.2,0.998203
1,0.3,0.9980583
1,0.4,0.997734
1,0.5,0.9975093
1,0.6,0.9971397
1,0.7,0.9962261
1,0.8,0.9923128
1,0.9,0.9749753
1,1,0.9301197
